timestamp,hour,temperature,occupancy,is_weekend,energy_kW
2024-01-01 00:00:00,0,12.154692213863996,0.0,False,532.3649895817218
2024-01-01 01:00:00,1,14.132042527854555,0.0,False,514.7983644609448
2024-01-01 02:00:00,2,20.107615369132375,0.0,False,493.54473497529534
2024-01-01 03:00:00,3,25.840241041852586,0.0,False,401.74448911575905
2024-01-01 04:00:00,4,22.952470687426867,0.0,False,431.1298497176531
2024-01-01 05:00:00,5,24.451026278318782,0.0,False,455.11784761489935
2024-01-01 06:00:00,6,30.402188201352473,0.0,False,434.871795685503
2024-01-01 07:00:00,7,27.45574133662505,0.0,False,488.3647308536314
2024-01-01 08:00:00,8,22.246507653792023,146.48970211339528,False,765.7512115999309
2024-01-01 09:00:00,9,22.898831603386405,200.29664580591694,False,799.2184153429514
2024-01-01 10:00:00,10,16.77429667639291,208.11128793805847,False,800.0
2024-01-01 11:00:00,11,13.149646170657341,148.86073464536216,False,785.0200869759873
2024-01-01 12:00:00,12,11.3904365695284,0.0,False,613.971173405129
2024-01-01 13:00:00,13,1.0424233443190918,122.2763698837311,False,800.0
2024-01-01 14:00:00,14,-2.0102037427087973,142.1138726269272,False,800.0
2024-01-01 15:00:00,15,-1.6289145506908271,185.98409697679915,False,800.0
2024-01-01 16:00:00,16,-5.364324662939551,95.88508459322912,False,800.0
2024-01-01 17:00:00,17,-2.8815956417199065,2.771108683435867,False,727.2744694539032
2024-01-01 18:00:00,18,-7.059522471733336,210.3540932884446,False,800.0
2024-01-01 19:00:00,19,-8.061248743511605,232.0635218954663,False,800.0
2024-01-01 20:00:00,20,2.071115004828381,229.1109387020439,False,800.0
2024-01-01 21:00:00,21,-0.619380864427525,174.6383186578436,False,800.0
2024-01-01 22:00:00,22,3.3671343688940616,0.0,False,702.0297779446438
2024-01-01 23:00:00,23,2.5080195196521027,20.592727120147952,False,721.3271175746406
2024-01-02 00:00:00,0,9.143838171251836,0.0,False,543.7713268634737
2024-01-02 01:00:00,1,14.992039790494795,0.0,False,510.6099492730704
2024-01-02 02:00:00,2,14.824005612560477,0.0,False,510.4605410486275
2024-01-02 03:00:00,3,22.510682117662615,0.0,False,418.2710077917766
2024-01-02 04:00:00,4,21.96545133183755,0.0,False,435.46841101561256
2024-01-02 05:00:00,5,24.39079248978358,0.0,False,423.6584419421342
2024-01-02 06:00:00,6,23.971866508139193,0.0,False,457.5006578777677
2024-01-02 07:00:00,7,30.822708292690223,6.932589991229142,False,454.76708801035477
2024-01-02 08:00:00,8,23.726875727380165,180.36464434930278,False,765.750523811852
2024-01-02 09:00:00,9,18.210455275757898,172.85366012032978,False,770.1389699482
2024-01-02 10:00:00,10,20.744621081136952,196.14686270337788,False,800.0
2024-01-02 11:00:00,11,10.996741071452135,140.07026733305088,False,800.0
2024-01-02 12:00:00,12,11.403577129841654,6.388308092895537,False,612.8945346779079
2024-01-02 13:00:00,13,1.0156902966502468,120.28721666123629,False,800.0
2024-01-02 14:00:00,14,-0.7075718018679016,145.01871251571288,False,800.0
2024-01-02 15:00:00,15,0.7609683346365497,161.95910042444368,False,800.0
2024-01-02 16:00:00,16,0.0020050280470398363,147.06522164680115,False,800.0
2024-01-02 17:00:00,17,-3.1977962059387286,0.0,False,699.0901246388146
2024-01-02 18:00:00,18,-4.569958502337336,190.79636913222274,False,800.0
2024-01-02 19:00:00,19,-4.615212136276508,212.56242985899885,False,800.0
2024-01-02 20:00:00,20,-6.648960683041475,217.6149785747962,False,800.0
2024-01-02 21:00:00,21,-1.9891479981549556,187.08609416820565,False,800.0
2024-01-02 22:00:00,22,1.8950700319480156,22.261740428039474,False,697.7194317067674
2024-01-02 23:00:00,23,10.066067346946308,5.3342002317849,False,618.1209018389095
2024-01-03 00:00:00,0,11.92893721316017,0.0,False,521.118790374592
2024-01-03 01:00:00,1,9.491247554904396,0.0,False,558.5354362791701
2024-01-03 02:00:00,2,19.37033425263917,0.0,False,440.19289212618116
2024-01-03 03:00:00,3,20.34943722100405,0.0,False,456.28366625563314
2024-01-03 04:00:00,4,21.85769740030349,0.0,False,433.2959967906007
2024-01-03 05:00:00,5,27.221998605313413,0.0,False,414.9307781153385
2024-01-03 06:00:00,6,28.99108091194264,0.0,False,477.960300214637
2024-01-03 07:00:00,7,28.180810096139407,3.9881734447807276,False,483.45590314034683
2024-01-03 08:00:00,8,21.37081083155345,143.44920395939107,False,686.7741320694811
2024-01-03 09:00:00,9,20.577046934699354,192.3092809698346,False,800.0
2024-01-03 10:00:00,10,19.391872638665475,224.79709702671968,False,800.0
2024-01-03 11:00:00,11,17.70700340235968,146.29461448881005,False,752.2559117044776
2024-01-03 12:00:00,12,9.460559630918917,0.0,False,617.4580813324676
2024-01-03 13:00:00,13,6.458819737925522,110.28687291547261,False,800.0
2024-01-03 14:00:00,14,0.07907742243670501,165.80389572387656,False,800.0
2024-01-03 15:00:00,15,-3.2971392455854334,151.92265355310602,False,800.0
2024-01-03 16:00:00,16,0.34527875487080273,110.25940442517862,False,800.0
2024-01-03 17:00:00,17,0.47791503583122896,19.81956048409518,False,707.8187805856925
2024-01-03 18:00:00,18,-4.317948020286217,201.29404506770456,False,800.0
2024-01-03 19:00:00,19,-0.5802063562051694,222.95517074098575,False,800.0
2024-01-03 20:00:00,20,-1.0073906371688905,203.96342495665706,False,800.0
2024-01-03 21:00:00,21,-1.6438786371588026,195.11270534755383,False,800.0
2024-01-03 22:00:00,22,4.48226916098002,0.0,False,664.4395186336873
2024-01-03 23:00:00,23,11.62990636731487,11.859383987441529,False,631.148330095348
2024-01-04 00:00:00,0,10.920323753024498,0.0,False,549.1242141761014
2024-01-04 01:00:00,1,19.604018514334182,0.0,False,462.51334192098847
2024-01-04 02:00:00,2,10.66856655808512,0.0,False,561.4447448239429
2024-01-04 03:00:00,3,24.100111101278237,0.0,False,410.0487603929354
2024-01-04 04:00:00,4,24.279324131835445,0.0,False,417.75197929506686
2024-01-04 05:00:00,5,24.619667213292775,0.0,False,413.75866086519295
2024-01-04 06:00:00,6,26.30308419996086,0.0,False,501.1764475830993
2024-01-04 07:00:00,7,19.5539825208877,10.294776854350513,False,567.8660753972256
2024-01-04 08:00:00,8,23.359167263608395,151.58841679672852,False,740.2553918271255
2024-01-04 09:00:00,9,22.705741302687805,202.0674648963092,False,800.0
2024-01-04 10:00:00,10,22.9614840045789,222.94787895695424,False,800.0
2024-01-04 11:00:00,11,13.355276892071226,126.53637582433423,False,779.9342509971511
2024-01-04 12:00:00,12,8.602321061674791,24.25818862452936,False,655.0652258757324
2024-01-04 13:00:00,13,5.640245063062931,121.5653390628482,False,800.0
2024-01-04 14:00:00,14,6.274008223460579,141.1592554265306,False,800.0
2024-01-04 15:00:00,15,1.4074534815351996,134.68631176529271,False,800.0
2024-01-04 16:00:00,16,-3.5518597977133406,117.1631941383445,False,800.0
2024-01-04 17:00:00,17,-1.9212832246416047,13.82475167886689,False,743.6307766592578
2024-01-04 18:00:00,18,-3.6809654816015263,178.08676319433698,False,800.0
2024-01-04 19:00:00,19,-0.5551505523830071,254.62884818077654,False,800.0
2024-01-04 20:00:00,20,-4.068738468044283,210.19388887629293,False,800.0
2024-01-04 21:00:00,21,-0.5617862872371673,179.81866578230918,False,800.0
2024-01-04 22:00:00,22,2.351477410957872,0.0,False,675.1973733406116
2024-01-04 23:00:00,23,2.754971349420173,5.454478239374518,False,688.320053688793
2024-01-05 00:00:00,0,12.054467315024704,0.0,False,538.8055976615368
2024-01-05 01:00:00,1,15.831557976908456,0.0,False,464.356301829645
2024-01-05 02:00:00,2,18.68144685375836,0.0,False,473.53143656840365
2024-01-05 03:00:00,3,21.06894680150375,0.0,False,417.08147038694835
2024-01-05 04:00:00,4,19.91037531444631,0.0,False,498.1110196375132
2024-01-05 05:00:00,5,24.393057909870926,0.0,False,413.13444507867086
2024-01-05 06:00:00,6,25.137962934250666,18.536732877332312,False,541.8094680311912
2024-01-05 07:00:00,7,23.248162070502143,0.0,False,522.9320963096658
2024-01-05 08:00:00,8,23.672630405599527,160.20324158175674,False,722.9120120771177
2024-01-05 09:00:00,9,22.984860772072803,211.18888287639155,False,800.0
2024-01-05 10:00:00,10,24.324664187462567,166.6224564291242,False,752.3437754717127
2024-01-05 11:00:00,11,15.572125598864309,154.79477738878467,False,780.728680548601
2024-01-05 12:00:00,12,11.938757655999272,0.0,False,596.53963159517
2024-01-05 13:00:00,13,7.060483059994663,118.77715990347531,False,800.0
2024-01-05 14:00:00,14,-2.090207162066144,159.85616340445256,False,800.0
2024-01-05 15:00:00,15,0.4799631396851195,147.33258768967428,False,800.0
2024-01-05 16:00:00,16,-1.643583943112521,109.86437881257582,False,800.0
2024-01-05 17:00:00,17,4.066945426950809,0.512286262320369,False,647.0017110512616
2024-01-05 18:00:00,18,-4.410976410512391,163.69131091705796,False,800.0
2024-01-05 19:00:00,19,-2.4181388835042132,215.67414729378854,False,800.0
2024-01-05 20:00:00,20,-1.928409882051332,242.15212347141386,False,800.0
2024-01-05 21:00:00,21,-2.9465293468258347,162.76808947262015,False,800.0
2024-01-05 22:00:00,22,7.094574927376031,9.994687513638178,False,641.4234577132518
2024-01-05 23:00:00,23,9.539619905353476,6.938869392809267,False,634.0942055086638
2024-01-06 00:00:00,0,13.686051043371974,0.0,True,543.3728802590327
2024-01-06 01:00:00,1,12.467078514396428,0.0,True,584.7264329797824
2024-01-06 02:00:00,2,23.02133813505113,0.0,True,506.867014356034
2024-01-06 03:00:00,3,17.714003731664203,0.0,True,551.8925743150389
2024-01-06 04:00:00,4,26.063907540410224,0.0,True,432.75368562666887
2024-01-06 05:00:00,5,32.373209474008796,0.0,True,405.78721881175085
2024-01-06 06:00:00,6,23.341346226850767,11.750857639238932,True,553.3302515875829
2024-01-06 07:00:00,7,24.10294940777054,0.0,True,549.17414382602
2024-01-06 08:00:00,8,24.602290354272338,141.03734707962536,True,764.3525893806191
2024-01-06 09:00:00,9,20.40912995769245,214.63681811469954,True,800.0
2024-01-06 10:00:00,10,14.160964909044434,219.38476514618563,True,800.0
2024-01-06 11:00:00,11,15.40092980319873,164.68287076172692,True,800.0
2024-01-06 12:00:00,12,8.126044061064519,1.2797721384753609,True,699.9047460967719
2024-01-06 13:00:00,13,8.851446817610565,107.8760141753861,True,800.0
